activity_id,customer_id,activity_date,activity_type,points_change,running_balance,tier_after,channel
LOY000694,CUST0095,2024-08-04,tier_upgrade,0,575,Bronze,Agent
LOY000695,CUST0095,2024-01-01,earn_flight,1420,1995,Bronze,App
LOY000696,CUST0096,2024-05-28,redeem_upgrade,-254,1,Bronze,Agent
LOY000697,CUST0096,2024-03-08,earn_bonus,1143,1144,Bronze,Web
LOY000698,CUST0096,2024-09-15,earn_flight,211,1355,Bronze,Web
LOY000699,CUST0096,2024-12-29,earn_flight,593,1948,Bronze,Kiosk
LOY000700,CUST0096,2023-10-22,earn_bonus,124,2072,Bronze,Agent
LOY000701,CUST0096,2024-06-30,earn_flight,1862,3934,Bronze,Kiosk
LOY000702,CUST0096,2024-08-19,earn_bonus,453,4387,Bronze,Kiosk
LOY000703,CUST0096,2023-10-24,earn_flight,238,4625,Bronze,App
LOY000704,CUST0096,2024-05-05,earn_flight,1989,6614,Bronze,App
LOY000705,CUST0096,2024-09-21,earn_bonus,1387,8001,Bronze,Kiosk
LOY000706,CUST0097,2023-11-03,earn_bonus,1201,1635,Bronze,Web
LOY000707,CUST0097,2024-05-21,earn_flight,261,1896,Bronze,Web
LOY000708,CUST0097,2024-01-17,earn_bonus,900,2796,Bronze,App
LOY000709,CUST0097,2024-06-23,redeem_upgrade,-688,2108,Bronze,App
LOY000710,CUST0097,2024-04-17,earn_flight,989,3097,Bronze,App
LOY000711,CUST0097,2024-11-17,earn_bonus,212,3309,Bronze,Agent
LOY000712,CUST0097,2024-02-06,earn_flight,1549,4858,Bronze,Web
LOY000713,CUST0097,2023-08-22,earn_flight,810,5668,Bronze,Agent
LOY000714,CUST0098,2023-12-18,redeem_upgrade,-750,3617,Gold,App
LOY000715,CUST0098,2023-09-10,earn_flight,979,4596,Gold,Agent
LOY000716,CUST0098,2025-01-28,earn_flight,1558,6154,Gold,App
LOY000717,CUST0098,2024-12-31,earn_flight,837,6991,Gold,App
LOY000718,CUST0098,2025-01-03,redeem_voucher,-541,6450,Gold,Agent
LOY000719,CUST0098,2024-01-19,earn_flight,310,6760,Gold,App
LOY000720,CUST0098,2024-03-31,redeem_upgrade,-205,6555,Gold,App
LOY000721,CUST0099,2023-09-27,earn_flight,884,897,Bronze,Web
LOY000722,CUST0099,2024-02-10,redeem_voucher,-272,625,Bronze,Kiosk
LOY000723,CUST0099,2024-03-27,earn_flight,952,1577,Bronze,Agent
LOY000724,CUST0099,2024-05-14,redeem_voucher,-1370,207,Bronze,Agent
LOY000725,CUST0099,2023-12-11,earn_bonus,1947,2154,Bronze,App
LOY000726,CUST0100,2025-01-20,tier_upgrade,0,4469,Gold,Kiosk
LOY000727,CUST0100,2023-10-20,redeem_voucher,-778,3691,Gold,Agent
LOY000728,CUST0100,2024-07-11,earn_flight,1035,4726,Gold,App
LOY000729,CUST0100,2024-08-22,earn_flight,1254,5980,Gold,Agent
LOY000730,CUST0100,2024-04-15,earn_flight,1311,7291,Gold,Kiosk
LOY000731,CUST0101,2024-04-18,earn_flight,939,1731,Bronze,App
LOY000732,CUST0101,2024-04-05,earn_bonus,1402,3133,Bronze,App
LOY000733,CUST0101,2024-07-19,earn_flight,1446,4579,Bronze,Kiosk
LOY000734,CUST0101,2024-06-20,earn_flight,1185,5764,Bronze,Web
LOY000735,CUST0101,2024-10-13,earn_flight,222,5986,Bronze,Web
LOY000736,CUST0102,2023-11-14,earn_flight,574,1303,Bronze,Kiosk
LOY000737,CUST0102,2024-08-26,earn_flight,1631,2934,Bronze,App
LOY000738,CUST0102,2023-11-16,earn_bonus,1405,4339,Bronze,Kiosk
LOY000739,CUST0102,2023-10-26,earn_bonus,227,4566,Bronze,Kiosk
LOY000740,CUST0102,2023-12-22,earn_flight,634,5200,Bronze,Agent
LOY000741,CUST0102,2024-09-16,redeem_upgrade,-868,4332,Bronze,Agent
LOY000742,CUST0103,2024-04-06,earn_flight,515,3169,Silver,Web
LOY000743,CUST0103,2023-11-30,earn_flight,436,3605,Silver,Kiosk
LOY000744,CUST0103,2024-11-30,earn_flight,347,3952,Silver,Agent
LOY000745,CUST0103,2024-03-10,earn_flight,1048,5000,Silver,Agent
LOY000746,CUST0103,2023-12-11,earn_flight,1753,6753,Silver,Agent
LOY000747,CUST0103,2023-09-21,earn_flight,1854,8607,Silver,Agent
LOY000748,CUST0104,2024-04-21,tier_upgrade,0,1407,Silver,Kiosk
LOY000749,CUST0104,2025-01-17,earn_flight,712,2119,Silver,Agent
LOY000750,CUST0104,2024-02-05,earn_flight,928,3047,Silver,Kiosk
LOY000751,CUST0105,2024-04-22,earn_flight,308,878,Bronze,Web
LOY000752,CUST0105,2023-12-13,earn_flight,1800,2678,Bronze,Web
LOY000753,CUST0105,2023-12-22,earn_flight,920,3598,Bronze,Agent
LOY000754,CUST0105,2023-11-05,earn_bonus,630,4228,Bronze,App
LOY000755,CUST0105,2023-09-02,tier_upgrade,0,4228,Bronze,Web
LOY000756,CUST0105,2024-11-07,redeem_voucher,-388,3840,Bronze,Agent
LOY000757,CUST0105,2023-12-14,earn_flight,1044,4884,Bronze,App
LOY000758,CUST0105,2024-01-30,redeem_voucher,-1087,3797,Bronze,Kiosk
LOY000759,CUST0105,2024-12-31,earn_flight,1499,5296,Bronze,Kiosk
LOY000760,CUST0105,2024-02-03,earn_flight,1960,7256,Bronze,Web
LOY000761,CUST0106,2024-11-09,redeem_voucher,-270,12,Bronze,Web
LOY000762,CUST0106,2024-06-08,earn_flight,1907,1919,Bronze,Kiosk
LOY000763,CUST0106,2023-10-12,earn_flight,884,2803,Bronze,Web
LOY000764,CUST0106,2024-10-13,earn_flight,1911,4714,Bronze,Web
LOY000765,CUST0106,2023-08-30,tier_upgrade,0,4714,Bronze,Agent
LOY000766,CUST0106,2024-12-14,earn_bonus,1092,5806,Bronze,Agent
LOY000767,CUST0107,2024-07-05,earn_flight,468,1048,Bronze,App
LOY000768,CUST0107,2024-07-02,earn_bonus,160,1208,Bronze,Agent
LOY000769,CUST0107,2023-10-09,redeem_voucher,-1166,42,Bronze,Agent
LOY000770,CUST0107,2024-04-05,tier_upgrade,0,42,Bronze,App
LOY000771,CUST0107,2024-04-20,redeem_upgrade,-745,0,Bronze,App
LOY000772,CUST0107,2024-03-22,earn_bonus,1733,1733,Bronze,Kiosk
LOY000773,CUST0107,2024-08-08,redeem_voucher,-555,1178,Bronze,Web
LOY000774,CUST0107,2024-04-09,earn_bonus,1751,2929,Bronze,Agent
LOY000775,CUST0107,2023-09-08,redeem_upgrade,-920,2009,Bronze,Web
LOY000776,CUST0107,2024-02-19,redeem_voucher,-1208,801,Bronze,Agent
LOY000777,CUST0108,2023-09-18,earn_flight,576,5014,Gold,Web
LOY000778,CUST0108,2023-08-31,earn_bonus,101,5115,Gold,Agent
LOY000779,CUST0108,2024-03-04,redeem_voucher,-897,4218,Gold,Web
LOY000780,CUST0108,2024-07-07,earn_flight,402,4620,Gold,Web
LOY000781,CUST0108,2023-12-02,redeem_voucher,-947,3673,Gold,App
LOY000782,CUST0108,2024-08-27,redeem_upgrade,-1010,2663,Gold,App
LOY000783,CUST0108,2024-07-20,earn_flight,379,3042,Gold,Web
LOY000784,CUST0108,2024-10-31,redeem_upgrade,-1197,1845,Gold,Agent
LOY000785,CUST0108,2024-02-05,redeem_upgrade,-1350,495,Gold,Agent
LOY000786,CUST0109,2024-02-06,earn_flight,1603,6431,Gold,Agent
LOY000787,CUST0109,2023-12-19,earn_flight,103,6534,Gold,Kiosk
LOY000788,CUST0109,2023-09-13,earn_flight,751,7285,Gold,Web
LOY000789,CUST0109,2023-11-25,redeem_voucher,-488,6797,Gold,Agent
LOY000790,CUST0109,2023-10-29,earn_flight,754,7551,Gold,Web
LOY000791,CUST0109,2023-11-09,redeem_voucher,-887,6664,Gold,Kiosk
LOY000792,CUST0109,2023-08-22,earn_flight,611,7275,Gold,App
LOY000793,CUST0109,2024-08-03,earn_flight,321,7596,Gold,App
LOY000794,CUST0109,2023-09-29,earn_flight,1600,9196,Gold,Kiosk
LOY000795,CUST0109,2024-01-28,redeem_voucher,-1209,7987,Gold,Kiosk
LOY000796,CUST0109,2024-08-04,earn_bonus,307,8294,Gold,Kiosk
LOY000797,CUST0109,2024-03-28,earn_flight,250,8544,Gold,App
LOY000798,CUST0110,2024-07-02,earn_flight,314,616,Bronze,App
LOY000799,CUST0110,2024-07-26,earn_flight,868,1484,Bronze,Web
LOY000800,CUST0111,2023-11-14,earn_flight,1356,2463,Silver,Kiosk
LOY000801,CUST0111,2023-09-11,earn_flight,1438,3901,Silver,Web
LOY000802,CUST0111,2024-10-28,earn_flight,307,4208,Silver,Agent
LOY000803,CUST0111,2024-03-08,tier_upgrade,0,4208,Silver,Kiosk
LOY000804,CUST0111,2024-05-08,redeem_upgrade,-809,3399,Silver,Web
LOY000805,CUST0111,2023-11-17,earn_flight,1270,4669,Silver,Kiosk
LOY000806,CUST0111,2024-01-15,earn_flight,107,4776,Silver,Kiosk
LOY000807,CUST0111,2023-11-08,earn_flight,1455,6231,Silver,Kiosk
LOY000808,CUST0111,2024-03-02,earn_flight,523,6754,Silver,Web
LOY000809,CUST0111,2024-06-04,tier_upgrade,0,6754,Silver,Kiosk
LOY000810,CUST0112,2024-09-21,earn_flight,1932,2051,Bronze,Agent
LOY000811,CUST0112,2023-11-12,earn_bonus,893,2944,Bronze,Web
LOY000812,CUST0112,2024-08-24,redeem_voucher,-956,1988,Bronze,Web
LOY000813,CUST0112,2024-11-09,earn_flight,1000,2988,Bronze,Kiosk
LOY000814,CUST0112,2024-05-06,earn_flight,650,3638,Bronze,App
LOY000815,CUST0112,2024-01-12,redeem_upgrade,-398,3240,Bronze,App
LOY000816,CUST0113,2024-10-07,tier_upgrade,0,685,Bronze,Web
LOY000817,CUST0113,2023-10-12,redeem_voucher,-1270,0,Bronze,Kiosk
LOY000818,CUST0113,2024-12-09,earn_bonus,582,582,Bronze,Kiosk
LOY000819,CUST0113,2024-06-12,earn_flight,1948,2530,Bronze,App
LOY000820,CUST0113,2025-01-06,earn_bonus,1158,3688,Bronze,Web
LOY000821,CUST0113,2023-12-12,redeem_voucher,-1119,2569,Bronze,Web
LOY000822,CUST0113,2024-01-29,tier_upgrade,0,2569,Bronze,Web
LOY000823,CUST0114,2024-10-17,earn_flight,1499,1629,Bronze,Kiosk
LOY000824,CUST0114,2024-03-04,tier_upgrade,0,1629,Bronze,Web
LOY000825,CUST0115,2024-07-03,redeem_voucher,-337,273,Bronze,App
LOY000826,CUST0115,2024-09-11,earn_bonus,1230,1503,Bronze,Agent
LOY000827,CUST0115,2024-05-19,earn_bonus,1978,3481,Bronze,App
LOY000828,CUST0115,2025-01-27,redeem_upgrade,-430,3051,Bronze,Kiosk
LOY000829,CUST0115,2024-01-11,earn_flight,1304,4355,Bronze,App
LOY000830,CUST0115,2023-11-27,earn_bonus,306,4661,Bronze,Agent
LOY000831,CUST0116,2024-10-04,earn_flight,1441,1990,Bronze,Kiosk
LOY000832,CUST0116,2024-12-07,earn_flight,664,2654,Bronze,Kiosk
LOY000833,CUST0116,2024-01-05,earn_bonus,1494,4148,Bronze,Kiosk
LOY000834,CUST0116,2023-09-19,earn_flight,1900,6048,Bronze,Agent
LOY000835,CUST0116,2024-04-10,earn_flight,1073,7121,Bronze,Agent
LOY000836,CUST0116,2024-08-26,earn_flight,1774,8895,Bronze,Agent
LOY000837,CUST0116,2024-06-24,earn_flight,1106,10001,Bronze,App
LOY000838,CUST0117,2024-06-13,tier_upgrade,0,234,Bronze,Kiosk
LOY000839,CUST0117,2024-07-04,earn_flight,953,1187,Bronze,App
LOY000840,CUST0117,2024-02-19,earn_flight,1970,3157,Bronze,Kiosk
LOY000841,CUST0117,2024-12-19,redeem_upgrade,-965,2192,Bronze,App
LOY000842,CUST0118,2023-10-17,earn_flight,1137,1665,Bronze,Kiosk
LOY000843,CUST0118,2023-12-27,redeem_upgrade,-1273,392,Bronze,App
LOY000844,CUST0118,2024-02-04,earn_flight,1805,2197,Bronze,Web
LOY000845,CUST0118,2023-10-09,earn_flight,1034,3231,Bronze,App
LOY000846,CUST0119,2024-05-17,earn_flight,1050,3326,Silver,Kiosk
LOY000847,CUST0119,2023-12-15,redeem_upgrade,-695,2631,Silver,Agent
LOY000848,CUST0119,2024-12-23,earn_bonus,463,3094,Silver,Kiosk
LOY000849,CUST0119,2024-08-03,earn_flight,1815,4909,Silver,Agent
LOY000850,CUST0119,2023-11-11,earn_flight,891,5800,Silver,App
LOY000851,CUST0120,2024-03-17,redeem_voucher,-661,0,Bronze,Web
LOY000852,CUST0120,2024-05-12,redeem_upgrade,-1251,0,Bronze,App
LOY000853,CUST0120,2023-08-20,earn_flight,370,370,Bronze,Web
LOY000854,CUST0120,2023-08-19,earn_flight,1345,1715,Bronze,Agent
LOY000855,CUST0120,2024-05-18,earn_flight,871,2586,Bronze,Agent
LOY000856,CUST0120,2024-11-23,earn_flight,1055,3641,Bronze,Agent
LOY000857,CUST0120,2025-01-25,redeem_voucher,-1013,2628,Bronze,App
LOY000858,CUST0120,2023-08-18,earn_bonus,1456,4084,Bronze,Agent
LOY000859,CUST0120,2024-05-26,earn_flight,321,4405,Bronze,Kiosk
LOY000860,CUST0120,2023-10-15,earn_flight,666,5071,Bronze,Agent
LOY000861,CUST0120,2024-05-20,earn_flight,1556,6627,Bronze,Agent
LOY000862,CUST0121,2025-01-21,redeem_upgrade,-316,0,Bronze,Kiosk
LOY000863,CUST0121,2024-07-03,redeem_upgrade,-252,0,Bronze,Kiosk
LOY000864,CUST0121,2024-06-08,earn_flight,957,957,Bronze,Kiosk
LOY000865,CUST0121,2024-09-11,redeem_upgrade,-1394,0,Bronze,Web
LOY000866,CUST0122,2024-12-10,redeem_voucher,-934,0,Bronze,Agent
LOY000867,CUST0122,2024-02-01,redeem_voucher,-1343,0,Bronze,Web
LOY000868,CUST0122,2024-06-06,earn_flight,362,362,Bronze,Agent
LOY000869,CUST0122,2024-02-14,redeem_voucher,-887,0,Bronze,App
LOY000870,CUST0122,2024-03-25,earn_flight,1624,1624,Bronze,Agent
LOY000871,CUST0123,2024-08-25,earn_flight,702,1133,Bronze,Kiosk
LOY000872,CUST0123,2023-12-09,earn_flight,1874,3007,Bronze,App
LOY000873,CUST0123,2024-12-06,redeem_voucher,-1224,1783,Bronze,App
LOY000874,CUST0123,2024-09-04,earn_bonus,946,2729,Bronze,App
LOY000875,CUST0123,2024-01-12,earn_flight,510,3239,Bronze,Agent
LOY000876,CUST0123,2024-10-03,tier_upgrade,0,3239,Bronze,Kiosk
LOY000877,CUST0123,2024-01-04,earn_flight,1565,4804,Bronze,Web
LOY000878,CUST0124,2024-12-22,earn_flight,462,1260,Bronze,Agent
LOY000879,CUST0124,2023-10-09,earn_flight,660,1920,Bronze,Web
LOY000880,CUST0124,2024-01-30,earn_bonus,424,2344,Bronze,Kiosk
LOY000881,CUST0125,2024-10-28,earn_bonus,926,2086,Silver,Kiosk
LOY000882,CUST0125,2024-12-11,earn_flight,177,2263,Silver,Web
LOY000883,CUST0125,2024-08-27,tier_upgrade,0,2263,Silver,Agent
LOY000884,CUST0125,2024-02-22,earn_flight,108,2371,Silver,Web
LOY000885,CUST0126,2024-06-25,earn_flight,885,1117,Bronze,Agent
LOY000886,CUST0126,2024-01-29,earn_flight,193,1310,Bronze,Agent
LOY000887,CUST0126,2024-06-03,earn_flight,1165,2475,Bronze,Agent
LOY000888,CUST0126,2024-10-28,redeem_voucher,-474,2001,Bronze,Agent
LOY000889,CUST0126,2024-12-24,earn_flight,485,2486,Bronze,Web
LOY000890,CUST0126,2024-09-27,earn_flight,559,3045,Bronze,Web
LOY000891,CUST0126,2024-03-14,redeem_upgrade,-1407,1638,Bronze,Web
LOY000892,CUST0127,2023-09-18,earn_flight,1411,1538,Bronze,Agent
LOY000893,CUST0127,2023-09-29,earn_bonus,198,1736,Bronze,App
LOY000894,CUST0127,2023-08-31,earn_flight,337,2073,Bronze,Kiosk
LOY000895,CUST0127,2024-11-07,earn_flight,1220,3293,Bronze,Agent
LOY000896,CUST0127,2024-12-08,redeem_upgrade,-620,2673,Bronze,App
LOY000897,CUST0127,2024-06-14,earn_flight,306,2979,Bronze,Agent
LOY000898,CUST0127,2023-12-29,earn_flight,1940,4919,Bronze,App
LOY000899,CUST0128,2023-12-09,earn_flight,1707,2231,Bronze,App
LOY000900,CUST0128,2025-01-01,earn_flight,509,2740,Bronze,Agent
LOY000901,CUST0128,2025-01-27,tier_upgrade,0,2740,Bronze,Agent
LOY000902,CUST0128,2024-10-03,earn_flight,180,2920,Bronze,Kiosk
LOY000903,CUST0128,2024-03-10,redeem_upgrade,-1184,1736,Bronze,Agent
LOY000904,CUST0128,2024-04-07,earn_flight,1475,3211,Bronze,App
LOY000905,CUST0128,2023-12-02,redeem_voucher,-1211,2000,Bronze,Web
LOY000906,CUST0128,2023-11-11,redeem_upgrade,-353,1647,Bronze,App
LOY000907,CUST0128,2024-04-29,earn_bonus,1035,2682,Bronze,Agent
LOY000908,CUST0128,2024-05-07,earn_flight,304,2986,Bronze,Web
LOY000909,CUST0128,2023-09-20,redeem_voucher,-937,2049,Bronze,Agent
LOY000910,CUST0129,2023-11-16,redeem_voucher,-293,144,Bronze,App
LOY000911,CUST0129,2023-12-30,redeem_upgrade,-549,0,Bronze,Agent
LOY000912,CUST0129,2024-08-11,redeem_voucher,-1473,0,Bronze,Agent
LOY000913,CUST0130,2024-08-26,redeem_voucher,-574,177,Bronze,App
LOY000914,CUST0130,2024-09-24,earn_flight,1034,1211,Bronze,Agent
LOY000915,CUST0130,2024-09-08,redeem_upgrade,-1179,32,Bronze,Kiosk
LOY000916,CUST0131,2023-12-24,redeem_upgrade,-320,4046,Gold,Web
LOY000917,CUST0131,2023-11-25,earn_flight,1309,5355,Gold,Kiosk
LOY000918,CUST0131,2024-11-01,earn_flight,877,6232,Gold,Agent
LOY000919,CUST0132,2023-12-22,earn_flight,1099,4335,Gold,App
LOY000920,CUST0132,2024-10-05,earn_flight,229,4564,Gold,Agent
LOY000921,CUST0132,2024-06-27,earn_flight,1878,6442,Gold,Web
LOY000922,CUST0132,2024-07-22,earn_bonus,1509,7951,Gold,App
LOY000923,CUST0132,2024-10-27,redeem_upgrade,-709,7242,Gold,Kiosk
LOY000924,CUST0132,2024-07-30,redeem_upgrade,-988,6254,Gold,Web
LOY000925,CUST0132,2023-10-05,earn_flight,421,6675,Gold,Kiosk
LOY000926,CUST0132,2024-12-30,redeem_voucher,-353,6322,Gold,Kiosk
LOY000927,CUST0132,2024-07-04,earn_flight,669,6991,Gold,App
LOY000928,CUST0132,2025-01-11,earn_flight,1417,8408,Gold,Kiosk
LOY000929,CUST0132,2024-09-26,redeem_voucher,-361,8047,Gold,Kiosk
LOY000930,CUST0132,2024-11-07,redeem_voucher,-1117,6930,Gold,App
LOY000931,CUST0133,2024-06-29,earn_flight,1118,1629,Bronze,App
LOY000932,CUST0133,2023-11-24,earn_flight,173,1802,Bronze,App
LOY000933,CUST0133,2023-11-12,redeem_upgrade,-1467,335,Bronze,Agent
LOY000934,CUST0133,2025-01-12,earn_bonus,1440,1775,Bronze,Kiosk
LOY000935,CUST0133,2024-07-25,earn_flight,211,1986,Bronze,Web
LOY000936,CUST0133,2024-11-18,earn_flight,1671,3657,Bronze,Kiosk
LOY000937,CUST0133,2024-08-17,redeem_upgrade,-433,3224,Bronze,App
LOY000938,CUST0133,2024-03-25,earn_flight,827,4051,Bronze,Agent
LOY000939,CUST0133,2025-01-26,earn_flight,317,4368,Bronze,App
LOY000940,CUST0134,2024-01-01,redeem_voucher,-1038,434,Silver,App
LOY000941,CUST0134,2024-04-27,earn_bonus,484,918,Silver,App
LOY000942,CUST0134,2024-09-16,earn_flight,1788,2706,Silver,Web
LOY000943,CUST0134,2024-07-22,earn_flight,948,3654,Silver,App
LOY000944,CUST0134,2023-12-15,redeem_upgrade,-1122,2532,Silver,Kiosk
LOY000945,CUST0134,2025-01-08,earn_flight,1121,3653,Silver,App
LOY000946,CUST0134,2023-09-29,earn_bonus,986,4639,Silver,Kiosk
LOY000947,CUST0134,2025-01-12,redeem_upgrade,-562,4077,Silver,Web
LOY000948,CUST0134,2023-12-20,earn_flight,1446,5523,Silver,Agent
LOY000949,CUST0135,2024-10-12,tier_upgrade,0,517,Bronze,Web
LOY000950,CUST0135,2024-05-17,earn_flight,802,1319,Bronze,Agent
LOY000951,CUST0135,2024-11-16,redeem_voucher,-482,837,Bronze,Kiosk
LOY000952,CUST0135,2025-01-16,earn_flight,1536,2373,Bronze,Agent
LOY000953,CUST0135,2024-03-20,earn_flight,1378,3751,Bronze,Agent
LOY000954,CUST0135,2024-07-29,redeem_voucher,-471,3280,Bronze,Web
LOY000955,CUST0135,2025-01-07,earn_bonus,1404,4684,Bronze,Agent
LOY000956,CUST0135,2023-12-07,redeem_upgrade,-1351,3333,Bronze,Kiosk
LOY000957,CUST0136,2024-05-29,redeem_voucher,-1065,1444,Silver,App
LOY000958,CUST0136,2025-01-27,earn_flight,880,2324,Silver,Web
LOY000959,CUST0136,2023-10-04,redeem_upgrade,-609,1715,Silver,Agent
LOY000960,CUST0136,2024-01-22,tier_upgrade,0,1715,Silver,Agent
LOY000961,CUST0136,2024-01-07,redeem_voucher,-804,911,Silver,Web
LOY000962,CUST0136,2023-09-13,earn_flight,1026,1937,Silver,App
LOY000963,CUST0136,2024-03-27,redeem_upgrade,-1349,588,Silver,Kiosk
LOY000964,CUST0136,2024-04-10,earn_bonus,1731,2319,Silver,Agent
LOY000965,CUST0136,2023-09-28,redeem_voucher,-993,1326,Silver,Kiosk
LOY000966,CUST0136,2024-06-26,tier_upgrade,0,1326,Silver,App
LOY000967,CUST0136,2023-08-24,redeem_upgrade,-615,711,Silver,Kiosk
LOY000968,CUST0136,2024-03-28,redeem_voucher,-953,0,Silver,Web
LOY000969,CUST0137,2024-06-07,earn_flight,1498,2293,Bronze,App
LOY000970,CUST0137,2024-02-18,tier_upgrade,0,2293,Bronze,App
LOY000971,CUST0137,2024-08-31,earn_flight,671,2964,Bronze,Agent
LOY000972,CUST0137,2023-12-22,earn_flight,1832,4796,Bronze,Agent
LOY000973,CUST0137,2023-08-16,earn_flight,1553,6349,Bronze,Web
LOY000974,CUST0138,2024-07-06,earn_bonus,1684,1725,Bronze,Agent
LOY000975,CUST0138,2024-12-25,redeem_upgrade,-1326,399,Bronze,Agent
LOY000976,CUST0138,2023-10-24,redeem_upgrade,-850,0,Bronze,Web
LOY000977,CUST0138,2024-02-15,earn_bonus,1710,1710,Bronze,Web
LOY000978,CUST0139,2024-09-27,earn_flight,553,979,Bronze,Web
LOY000979,CUST0139,2024-07-15,earn_flight,701,1680,Bronze,Web
LOY000980,CUST0139,2024-12-09,tier_upgrade,0,1680,Bronze,App
LOY000981,CUST0139,2023-12-06,redeem_upgrade,-1112,568,Bronze,Web
LOY000982,CUST0139,2024-04-16,tier_upgrade,0,568,Bronze,Agent
LOY000983,CUST0139,2024-09-04,redeem_voucher,-432,136,Bronze,Kiosk
LOY000984,CUST0139,2024-04-29,earn_bonus,679,815,Bronze,App
LOY000985,CUST0139,2025-01-21,redeem_voucher,-967,0,Bronze,Kiosk
LOY000986,CUST0139,2024-12-21,earn_flight,1939,1939,Bronze,Web
LOY000987,CUST0139,2024-07-04,earn_bonus,296,2235,Bronze,Web
LOY000988,CUST0140,2023-08-18,earn_bonus,531,1323,Bronze,Web
LOY000989,CUST0140,2024-10-18,redeem_voucher,-621,702,Bronze,Kiosk
LOY000990,CUST0140,2023-10-23,redeem_upgrade,-514,188,Bronze,App
LOY000991,CUST0140,2024-11-23,redeem_upgrade,-277,0,Bronze,App
LOY000992,CUST0140,2023-10-25,earn_flight,1726,1726,Bronze,Agent
LOY000993,CUST0140,2023-10-22,earn_bonus,566,2292,Bronze,Agent
LOY000994,CUST0140,2024-10-01,earn_flight,1390,3682,Bronze,Kiosk
LOY000995,CUST0140,2024-10-27,earn_flight,897,4579,Bronze,App
LOY000996,CUST0140,2023-08-17,earn_bonus,1366,5945,Bronze,App
LOY000997,CUST0140,2023-09-26,redeem_upgrade,-348,5597,Bronze,Agent
LOY000998,CUST0141,2024-06-02,redeem_upgrade,-817,0,Bronze,App
LOY000999,CUST0141,2024-05-25,redeem_upgrade,-1096,0,Bronze,Kiosk
LOY001000,CUST0141,2024-09-18,redeem_voucher,-263,0,Bronze,Kiosk
LOY001001,CUST0142,2024-03-23,earn_flight,900,1061,Bronze,Agent
LOY001002,CUST0142,2024-01-05,earn_flight,1916,2977,Bronze,Agent
LOY001003,CUST0142,2023-08-22,earn_bonus,1236,4213,Bronze,Web
LOY001004,CUST0142,2023-12-15,earn_flight,1272,5485,Bronze,Kiosk
LOY001005,CUST0142,2023-11-06,earn_flight,1632,7117,Bronze,Agent
LOY001006,CUST0142,2024-03-14,earn_flight,1422,8539,Bronze,Web
LOY001007,CUST0142,2024-01-22,earn_flight,1363,9902,Bronze,Agent
LOY001008,CUST0142,2024-02-25,earn_flight,1474,11376,Bronze,App
LOY001009,CUST0142,2024-11-25,earn_bonus,249,11625,Bronze,Agent
LOY001010,CUST0142,2023-10-18,earn_flight,504,12129,Bronze,Kiosk
LOY001011,CUST0143,2023-12-20,redeem_upgrade,-680,0,Bronze,App
LOY001012,CUST0143,2024-05-28,earn_bonus,1943,1943,Bronze,Web
LOY001013,CUST0143,2024-07-01,earn_flight,772,2715,Bronze,Agent
LOY001014,CUST0143,2024-01-14,earn_bonus,846,3561,Bronze,Agent
LOY001015,CUST0143,2024-10-22,earn_flight,741,4302,Bronze,Web
LOY001016,CUST0143,2024-03-24,redeem_upgrade,-1093,3209,Bronze,Agent
LOY001017,CUST0143,2024-08-13,earn_flight,1601,4810,Bronze,Agent
LOY001018,CUST0144,2024-11-09,earn_flight,725,1217,Bronze,Kiosk
LOY001019,CUST0144,2023-11-30,earn_flight,1342,2559,Bronze,App
LOY001020,CUST0144,2024-05-24,redeem_voucher,-486,2073,Bronze,Web
LOY001021,CUST0144,2024-05-06,redeem_upgrade,-1483,590,Bronze,App
LOY001022,CUST0144,2023-10-27,redeem_voucher,-1238,0,Bronze,App
LOY001023,CUST0144,2024-09-28,redeem_upgrade,-635,0,Bronze,App
LOY001024,CUST0144,2024-05-03,earn_bonus,1205,1205,Bronze,Kiosk
LOY001025,CUST0144,2024-01-10,earn_flight,557,1762,Bronze,Agent
LOY001026,CUST0144,2023-12-26,earn_flight,1145,2907,Bronze,App
LOY001027,CUST0145,2025-01-06,earn_flight,589,6839,Gold,Web
LOY001028,CUST0145,2025-01-18,earn_flight,426,7265,Gold,Web
LOY001029,CUST0145,2024-01-07,redeem_upgrade,-1190,6075,Gold,Agent
LOY001030,CUST0145,2023-09-21,earn_flight,1098,7173,Gold,Web
LOY001031,CUST0145,2023-10-14,earn_flight,579,7752,Gold,App
LOY001032,CUST0145,2024-03-09,earn_bonus,1720,9472,Gold,Agent
LOY001033,CUST0145,2024-09-11,earn_flight,1031,10503,Gold,App
LOY001034,CUST0146,2024-07-07,earn_flight,1167,1208,Bronze,Agent
LOY001035,CUST0146,2024-05-06,earn_bonus,1267,2475,Bronze,Web
LOY001036,CUST0146,2024-08-30,redeem_upgrade,-948,1527,Bronze,App
LOY001037,CUST0146,2025-01-21,earn_flight,1958,3485,Bronze,Web
LOY001038,CUST0146,2025-01-20,earn_flight,1773,5258,Bronze,Agent
LOY001039,CUST0146,2024-12-21,redeem_upgrade,-1437,3821,Bronze,App
LOY001040,CUST0146,2025-01-05,redeem_voucher,-1100,2721,Bronze,Web
LOY001041,CUST0146,2024-04-02,earn_flight,1417,4138,Bronze,Agent
LOY001042,CUST0146,2024-03-14,earn_flight,422,4560,Bronze,Agent
